0,0.8130841121495327
1,0.68
2,0.6842105263157895
3,0.6394557823129252
4,0.5347593582887701
5,0.4703196347031963
6,0.42857142857142855
7,0.42023346303501946
8,0.39923954372623577
9,0.397212543554007
10,0.3959731543624161
11,0.353125
12,0.33724340175953077
13,0.3407821229050279
14,0.3403693931398417
15,0.32061068702290074
16,0.31295843520782396
17,0.29069767441860467
18,0.28507795100222716
19,0.2885032537960954
20,0.26595744680851063
21,0.26953125
22,0.2564575645756458
23,0.25
24,0.24177631578947367
